,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
3336,Maruti Alto STD,120000,2006,15000,Petrol,Manual,Tata
3337,Mercedes-Benz E-Class 280,660000,2009,78000,Diesel,Automatic,BMW
3338,Tata Nano Lx,99000,2011,60000,Petrol,Manual,Tata
3339,BMW X3 xDrive20d,1390000,2013,110000,Diesel,Automatic,Hyundai
3340,Tata Indigo eLX,200000,2011,120000,Diesel,Manual,Ford
3341,Hyundai Verna 1.6,850000,2017,70000,Petrol,Manual,Volkswagen
3342,Ford Figo Petrol,225000,2011,18800,Petrol,Manual,Volkswagen
3343,Volkswagen Vento 1.5,590000,2015,102000,Diesel,Automatic,Toyota
3344,Volkswagen Vento 1.5,750000,2016,110000,Diesel,Automatic,Maruti
3345,Toyota Innova Crysta,1889999,2018,27000,Diesel,Automatic,Volkswagen
3346,Maruti Eeco 5,385000,2016,16000,Petrol,Manual,Volkswagen
3347,Volkswagen Vento 1.5,490000,2015,48000,Diesel,Manual,Tata
3348,Volkswagen Polo Petrol,325000,2012,58200,Petrol,Manual,Maruti
3349,Tata Indica GLS,150000,2006,40000,Petrol,Manual,Mercedes-Benz
3350,Maruti S-Cross 2017-2020,850000,2017,70000,Diesel,Manual,Hyundai
3351,Mercedes-Benz C-Class 200,425000,2008,57000,Petrol,Manual,Hyundai
3352,Hyundai Verna 1.6,511000,2012,88221,Diesel,Manual,Tata
3353,Hyundai i10 Era,199000,2010,70000,Petrol,Manual,Volkswagen
3354,Tata Indigo CR4,175000,2010,100000,Diesel,Manual,Honda
3355,Volkswagen Polo 2015-2019,621000,2015,49000,Petrol,Automatic,Maruti
3356,Honda City V,425000,2012,37000,Petrol,Manual,Tata
3357,Maruti Celerio X,521000,2018,30700,Petrol,Manual,Mercedes-Benz
3358,Tata Indigo CR4,200000,2011,120000,Diesel,Manual,Skoda
3359,Mercedes-Benz CLA 200,2150000,2015,12000,Diesel,Automatic,Honda
3360,Skoda Octavia Ambition,950000,2016,68387,Diesel,Automatic,Mercedes-Benz
3361,Honda Jazz 1.5,575000,2016,60000,Diesel,Manual,Toyota
3362,Mercedes-Benz S-Class S,1850000,2011,57000,Petrol,Automatic,Hyundai
3363,Toyota Fortuner 2016-2021,2550000,2017,70000,Diesel,Manual,Toyota
3364,Hyundai i20 1.4,780000,2017,60000,Diesel,Manual,Maruti
3365,Toyota Fortuner 4x2,1435000,2013,170000,Diesel,Automatic,Volkswagen
3366,Maruti Ciaz VXi,600000,2016,31000,Petrol,Manual,Volkswagen
3367,Volkswagen Polo GT,540000,2013,92000,Petrol,Automatic,Fiat
3368,Volkswagen Polo Petrol,395000,2013,33000,Petrol,Manual,Maruti
3369,Fiat Punto 1.3,299000,2013,69000,Diesel,Manual,Ford
3370,Maruti Swift Dzire,365000,2011,88000,Diesel,Manual,Maruti
3371,Ford Figo Diesel,225000,2012,69000,Diesel,Manual,Volkswagen
3372,Maruti Swift AMT,750000,2018,24000,Diesel,Automatic,Maruti
3373,Volkswagen Vento 1.2,645000,2015,26000,Petrol,Automatic,Maruti
3374,Maruti Swift Dzire,750000,2017,35000,Diesel,Manual,Renault
3375,Maruti Alto 800,60000,1992,22612,Petrol,Manual,Maruti
3376,Renault KWID 1.0,350000,2018,10000,Petrol,Manual,Mahindra
3377,Maruti Alto 800,166000,2014,40000,Petrol,Manual,Hyundai
3378,Mahindra Bolero 2011-2019,550000,2015,150000,Diesel,Manual,Tata
3379,Hyundai Verna CRDi,125000,2006,70000,Diesel,Manual,Volkswagen
3380,Tata Nexon 1.2,931000,2019,5000,Petrol,Automatic,Volkswagen
3381,Volkswagen Polo Petrol,375000,2011,65894,Petrol,Manual,Mercedes-Benz
3382,Volkswagen Polo GT,610000,2014,42000,Petrol,Automatic,Maruti
3383,Mercedes-Benz CLA 200,2550000,2018,31000,Diesel,Automatic,BMW
3384,Maruti SX4 S,800000,2016,70000,Diesel,Manual,Renault
3385,BMW 3 Series,974000,2010,96000,Diesel,Automatic,Maruti
3386,Renault KWID RXL,269000,2015,45006,Petrol,Manual,Maruti
3387,Maruti Swift Dzire,340000,2011,51000,Petrol,Manual,Tata
3388,Maruti Omni E,250000,2016,40000,Petrol,Manual,Hyundai
3389,Tata Hexa XMA,1450000,2017,30000,Diesel,Automatic,Maruti
3390,Hyundai Grand i10,484999,2017,22000,Petrol,Manual,Toyota
3391,Maruti Vitara Brezza,919999,2018,32000,Diesel,Manual,Hyundai
3392,Toyota Corolla Altis,1400000,2018,26867,Petrol,Automatic,Ford
3393,Hyundai i20 1.2,653000,2018,39000,Petrol,Manual,Fiat
3394,Ford Ecosport 2015-2021,650000,2017,14000,Petrol,Manual,Hyundai
3395,Fiat Linea 1.3,325000,2012,75000,Diesel,Manual,Maruti
3396,Hyundai Grand i10,581000,2017,15000,Petrol,Automatic,Hyundai
3397,Maruti Ertiga VXI,585000,2014,38000,Petrol,Manual,Hyundai
3398,Hyundai i10 Magna,165000,2009,15000,Petrol,Manual,Volkswagen
3399,Hyundai i10 Sportz,311000,2012,50000,Petrol,Manual,Tata
3400,Volkswagen Polo 2015-2019,655000,2017,32000,Diesel,Manual,Maruti
3401,Tata Indica V2,40000,2001,74000,Diesel,Manual,Hyundai
3402,Maruti Vitara Brezza,975000,2018,43000,Diesel,Automatic,Maruti
3403,Hyundai i20 Sportz,385000,2012,76000,Diesel,Manual,Nissan
3404,Maruti SX4 Vxi,158000,2007,78295,Petrol,Manual,Maruti
3405,Nissan Sunny Diesel,340000,2012,82000,Diesel,Manual,Maruti
3406,Maruti Swift 1.3,450000,2015,52550,Petrol,Manual,Mercedes-Benz
3407,Maruti SX4 Vxi,260000,2010,60000,Petrol,Manual,Ford
3408,Mercedes-Benz GL-Class Progressive,4590000,2018,12000,Diesel,Automatic,Skoda
3409,Ford Ecosport 2015-2021,745000,2016,33000,Petrol,Automatic,Hyundai
3410,Skoda Yeti Ambition,690000,2011,29000,Diesel,Manual,Maruti
3411,Hyundai i20 Petrol,795000,2018,20000,Petrol,Automatic,Hyundai
3412,Maruti Baleno Zeta,675000,2018,4700,Petrol,Manual,Mahindra
3413,Hyundai i20 Active,650000,2016,35000,Petrol,Manual,Honda
3414,Mahindra XUV500 W8,600000,2012,120000,Diesel,Manual,Maruti
3415,Honda New Accord,675000,2012,48000,Petrol,Automatic,Nissan
3416,Maruti Alto K10,315000,2016,20000,Petrol,Manual,Chevrolet
3417,Nissan Micra XV,241000,2010,57856,Petrol,Manual,Hyundai
3418,Chevrolet Tavera Neo,525000,2015,60000,Diesel,Manual,Volkswagen
3419,Hyundai Verna Transform,409999,2010,72000,Diesel,Manual,Mini
3420,Volkswagen Ameo 1.2,550000,2017,30000,Petrol,Manual,Maruti
3421,Mini Cooper Countryman,1750000,2014,29000,Diesel,Automatic,Hyundai
3422,Maruti Ciaz ZXi,650000,2015,67927,Petrol,Manual,Hyundai
3423,Hyundai i20 Sportz,710000,2019,34900,Petrol,Manual,Ford
3424,Hyundai Xcent 1.2,420000,2016,8041,Petrol,Manual,Ford
3425,Ford Ecosport 2015-2021,651000,2016,125000,Diesel,Manual,Maruti
3426,Ford Endeavour 3.2,2750000,2017,79000,Diesel,Automatic,Jeep
3427,Maruti Baleno Zeta,600000,2017,15000,Petrol,Manual,Maruti
3428,Jeep Compass 1.4,1700000,2018,25000,Petrol,Automatic,Maruti
3429,Maruti Ciaz ZXi,540000,2014,65000,Petrol,Manual,Hyundai
3430,Maruti Swift Dzire,325000,2016,120000,CNG,Manual,BMW
3431,Hyundai i20 Sportz,509999,2014,47900,Petrol,Automatic,Toyota
3432,BMW X1 sDrive20d,1280000,2013,56000,Diesel,Automatic,Maruti
3433,Toyota Innova 2.5,800000,2012,120000,Diesel,Manual,Toyota
3434,Maruti Wagon R,350000,2014,61000,Petrol,Manual,Maruti
3435,Toyota Fortuner 3.0,1075000,2011,175000,Diesel,Manual,Hyundai
3436,Maruti Alto 800,240000,2015,70000,Petrol,Manual,Mahindra
3437,Hyundai i20 1.4,875000,2019,4000,Petrol,Automatic,Maruti
3438,Mahindra Bolero Power,800000,2017,60000,Diesel,Manual,Mahindra
3439,Maruti Alto K10,371000,2018,5917,Petrol,Manual,Skoda
3440,Mahindra Logan Petrol,180000,2011,36000,Petrol,Manual,Maruti
3441,Skoda Superb 1.8,479000,2011,56468,Petrol,Manual,Hyundai
3442,Maruti Swift 1.3,325000,2011,64000,Petrol,Manual,Hyundai
3443,Hyundai EON Magna,275000,2013,50575,Petrol,Manual,Hyundai
3444,Hyundai i20 1.2,585000,2017,41280,Petrol,Manual,Mahindra
3445,Hyundai Grand i10,459000,2014,49000,Petrol,Manual,Honda
3446,Mahindra Ingenio CRDe,190000,2017,81000,Diesel,Manual,Mercedes-Benz
3447,Honda WR-V i-DTEC,885000,2017,58000,Diesel,Manual,Hyundai
3448,Mercedes-Benz GLC 220d,4800000,2019,21400,Diesel,Automatic,Tata
3449,Hyundai Elantra CRDi,785000,2014,57000,Diesel,Automatic,BMW
3450,Tata Nano XT,184000,2015,29000,Petrol,Manual,Hyundai
3451,BMW 5 Series,1500000,2013,55000,Diesel,Automatic,Mercedes-Benz
3452,Hyundai i20 2015-2017,750000,2017,24000,Diesel,Manual,Maruti
3453,Mercedes-Benz CLA 200,2750000,2019,27000,Diesel,Automatic,Mahindra
3454,Maruti Ertiga VDI,707000,2015,50000,Diesel,Manual,Tata
3455,Mahindra TUV 300,560000,2016,80000,Diesel,Manual,Maruti
3456,Tata Indica DLE,40000,2005,40000,Diesel,Manual,Honda
3457,Maruti Ertiga VXI,595000,2014,51890,CNG,Manual,Tata
3458,Honda City 2017-2020,195000,2007,58641,Petrol,Manual,Toyota
3459,Tata Zest Quadrajet,500000,2017,70000,Diesel,Manual,Maruti
3460,Toyota Innova 2.5,950000,2013,117000,Diesel,Manual,Toyota
3461,Maruti Ciaz AT,795000,2017,25000,Petrol,Automatic,Hyundai
3462,Toyota Etios Liva,250000,2011,70000,Petrol,Manual,Mercedes-Benz
3463,Hyundai Grand i10,615000,2017,20000,Petrol,Manual,Maruti
3464,Mercedes-Benz C-Class C,3375000,2017,24323,Diesel,Automatic,Honda
3465,Maruti Baleno Alpha,731000,2018,21000,Petrol,Manual,Renault
3466,Honda City V,475000,2013,67000,Petrol,Automatic,Renault
3467,Renault KWID RXT,325000,2016,7000,Petrol,Manual,Hyundai
3468,Renault KWID 1.0,400000,2018,42000,Petrol,Manual,Nissan
3469,Hyundai Verna 1.6,399000,2011,58000,Petrol,Manual,Maruti
3470,Nissan Sunny Diesel,575000,2016,71000,Diesel,Manual,Hyundai
3471,Maruti Ciaz ZDi,785000,2017,31400,Diesel,Manual,Toyota
3472,Hyundai Creta 1.6,1125000,2017,35000,Diesel,Manual,Ford
3473,Toyota Fortuner 4X2,3250000,2018,48000,Diesel,Automatic,Maruti
3474,Ford Ecosport 1.0,499000,2013,56260,Petrol,Manual,Hyundai
3475,Maruti Wagon R,110000,2007,115000,Petrol,Manual,Fiat
3476,Hyundai i10 Magna,295000,2013,34579,Petrol,Manual,Volkswagen
3477,Fiat Punto 1.2,185000,2010,49000,Petrol,Manual,Toyota
3478,Volkswagen Vento 1.2,665000,2015,27000,Petrol,Automatic,Mercedes-Benz
3479,Toyota Corolla Altis,1445000,2018,7000,Petrol,Automatic,Hyundai
3480,Mercedes-Benz E-Class E,1000000,2010,70000,Petrol,Automatic,Maruti
3481,Hyundai i20 1.2,690000,2017,20000,Petrol,Manual,Volkswagen
3482,Maruti Alto LXi,145000,2008,50000,Petrol,Manual,Maruti
3483,Volkswagen Vento Diesel,375000,2011,59526,Diesel,Manual,Maruti
3484,Maruti Ritz LDi,440000,2016,76000,Diesel,Manual,Mahindra
3485,Maruti Ciaz Delta,765000,2018,25000,Petrol,Manual,Maruti
3486,Mahindra Bolero SLX,650000,2015,62248,Diesel,Manual,Maruti
3487,Maruti Ciaz ZDi,755000,2016,67518,Diesel,Manual,Toyota
3488,Maruti Ertiga VXI,675000,2014,54000,CNG,Manual,Datsun
3489,Toyota Innova 2.5,1025000,2014,92965,Diesel,Manual,Toyota
3490,Datsun GO A,249000,2015,22211,Petrol,Manual,Maruti
3491,Toyota Innova 2.5,725000,2012,255000,Diesel,Manual,Honda
3492,Maruti Swift VDI,500000,2014,47000,Diesel,Manual,Renault
3493,Honda Civic 1.8,250000,2008,57000,Petrol,Automatic,Maruti
3494,Renault KWID AMT,371000,2017,8560,Petrol,Automatic,Maruti
3495,Maruti Swift Dzire,720000,2017,72000,Diesel,Manual,Hyundai
3496,Maruti Wagon R,425000,2015,39983,Petrol,Manual,Tata
3497,Hyundai Grand i10,425000,2015,78000,Petrol,Manual,Ford
3498,Tata Sumo MKII,300000,2010,220000,Diesel,Manual,Honda
3499,Ford Ecosport 2015-2021,1095000,2020,6000,Diesel,Manual,Hyundai
3500,Honda City i,844999,2016,32000,Petrol,Automatic,Maruti
3501,Hyundai Creta 1.6,975000,2015,81000,Diesel,Manual,Honda
3502,Maruti Dzire VXI,411000,2012,24000,Petrol,Automatic,Maruti
3503,Honda Amaze S,396000,2013,64000,Diesel,Manual,Honda
3504,Maruti Baleno Alpha,750000,2018,22000,Petrol,Manual,Toyota
3505,Honda New Accord,595000,2013,70000,Petrol,Manual,Ford
3506,Toyota Etios V,409999,2014,80000,Petrol,Manual,Maruti
3507,Ford Figo Diesel,282000,2011,48971,Diesel,Manual,Mahindra
3508,Maruti Wagon R,450000,2015,40000,Petrol,Automatic,Honda
3509,Mahindra XUV500 AT,1650000,2017,89200,Diesel,Automatic,Hyundai
3510,Honda Brio S,480999,2016,7623,Petrol,Manual,Ford
3511,Hyundai Grand i10,490000,2017,16000,Petrol,Manual,Mahindra
3512,Ford Ecosport 2015-2021,650000,2014,44406,Petrol,Manual,Datsun
3513,Mahindra Bolero SLE,250000,2010,25000,Diesel,Manual,Hyundai
3514,Datsun GO Plus,350000,2016,15000,Petrol,Manual,Tata
3515,Hyundai i20 1.2,700000,2017,27266,Petrol,Manual,Honda
3516,Tata Safari 2005-2017,350000,2010,60893,Diesel,Manual,Maruti
3517,Honda Amaze S,550000,2017,50000,Petrol,Manual,Maruti
3518,Maruti Swift Vdi,250000,2008,120000,Diesel,Manual,Mercedes-Benz
3519,Maruti Swift Dzire,475000,2014,50000,Petrol,Manual,Toyota
3520,Mercedes-Benz C-Class 220,1075000,2013,73000,Diesel,Automatic,Datsun
3521,Toyota Innova 2.5,994999,2014,86000,Diesel,Manual,Hyundai
3522,Datsun RediGO 1.0,271000,2017,20000,Petrol,Manual,Honda
3523,Hyundai i10 Magna,254999,2012,62000,Petrol,Manual,Maruti
3524,Honda Mobilio RS,550000,2014,120000,Diesel,Manual,Audi
3525,Maruti Ertiga VXI,855000,2018,36352,Petrol,Manual,Honda
3526,Audi Q3 35,3200000,2018,12000,Diesel,Automatic,Maruti
3527,Honda BRV i-VTEC,750000,2016,25000,Petrol,Manual,Maruti
3528,Maruti Ciaz ZDi,685000,2015,48000,Diesel,Manual,Volkswagen
3529,Maruti Swift ZDi,475000,2013,78278,Diesel,Manual,Toyota
3530,Volkswagen Polo 1.5,450000,2015,100000,Diesel,Manual,Tata
3531,Toyota Innova Crysta,1650000,2016,53380,Diesel,Automatic,Hyundai
3532,Tata Tigor 1.05,525000,2018,60204,Diesel,Manual,Maruti
3533,Hyundai i20 2015-2017,720000,2016,68000,Diesel,Manual,Ford
3534,Maruti Wagon R,240000,2010,75008,Petrol,Manual,Hyundai
3535,Ford Ecosport 2015-2021,940000,2018,29000,Diesel,Manual,Toyota
3536,Hyundai Verna 1.4,775000,2016,83000,Diesel,Manual,Hyundai
3537,Toyota Innova 2.5,1275000,2015,114000,Diesel,Manual,Maruti
3538,Hyundai i10 Sportz,360000,2013,42000,Petrol,Automatic,Toyota
3539,Maruti Ritz LDi,265000,2011,71000,Diesel,Manual,Skoda
3540,Toyota Innova 2.5,1155000,2015,117000,Diesel,Manual,Hyundai
3541,Skoda Superb Elegance,449000,2009,61205,Petrol,Automatic,Mahindra
3542,Hyundai i20 1.4,459999,2012,87000,Diesel,Manual,Hyundai
3543,Mahindra Xylo E8,300000,2009,90000,Diesel,Manual,Skoda
3544,Hyundai Xcent 1.1,515000,2015,52000,Diesel,Manual,Hyundai
3545,Skoda Rapid 1.5,695000,2016,49661,Diesel,Automatic,Maruti
3546,Hyundai i10 Sportz,375000,2013,20000,Petrol,Automatic,Tata
3547,Maruti Alto K10,285000,2014,56332,Petrol,Manual,Maruti
3548,Tata Hexa XM,1225000,2018,46000,Diesel,Manual,Honda
3549,Maruti Swift ZXI,409999,2013,37000,Petrol,Manual,Hyundai
3550,Honda Jazz 1.2,821000,2019,7000,Petrol,Automatic,Ford
3551,Hyundai Grand i10,509999,2016,40000,Petrol,Manual,Mahindra
3552,Ford Figo Petrol,200000,2011,570000,Petrol,Manual,Ford
3553,Mahindra Scorpio 1.99,1025000,2017,61000,Diesel,Manual,Maruti
3554,Ford Figo Aspire,525000,2017,60000,Diesel,Manual,Hyundai
3555,Maruti Baleno Zeta,550000,2016,95000,Petrol,Manual,Maruti
3556,Hyundai Elantra 2.0,1550000,2018,18000,Petrol,Automatic,Renault
3557,Maruti Ciaz ZDi,679000,2015,67181,Diesel,Manual,Honda
3558,Renault Duster Petrol,545000,2014,120000,Petrol,Manual,Maruti
3559,Honda City 1.5,275000,2010,84768,Petrol,Manual,Maruti
3560,Maruti A Star,185000,2010,28563,Petrol,Manual,Chevrolet
3561,Maruti Celerio Green,422000,2015,36000,CNG,Manual,Mahindra
3562,Chevrolet Spark 1.0,89000,2008,39000,LPG,Manual,Maruti
3563,Mahindra Scorpio S6,975000,2016,49490,Diesel,Manual,Maruti
3564,Maruti Ertiga CNG,790000,2017,33072,CNG,Manual,Volkswagen
3565,Maruti Ertiga ZDI,699000,2015,92457,Diesel,Manual,Mahindra
3566,Volkswagen Ameo 1.5,500000,2017,44000,Diesel,Manual,Volkswagen
3567,Mahindra XUV500 W4,690000,2014,114000,Diesel,Manual,Hyundai
3568,Volkswagen Polo GT,662000,2015,56606,Petrol,Automatic,Honda
3569,Hyundai Verna 1.6,484999,2013,57800,Petrol,Manual,Hyundai
3570,Honda City i,520000,2014,70000,Diesel,Manual,Tata
3571,Hyundai Grand i10,425000,2014,35000,Petrol,Manual,Maruti
3572,Tata Manza Club,240000,2012,110000,Diesel,Manual,Hyundai
3573,Maruti Ciaz ZXi,700000,2015,25000,Petrol,Manual,Maruti
3574,Hyundai Elantra 2.0,1889999,2019,10000,Petrol,Automatic,Maruti
3575,Maruti Baleno Alpha,700000,2018,16348,Petrol,Manual,Maruti
3576,Maruti Wagon R,349000,2013,55853,CNG,Manual,Skoda
3577,Maruti Baleno Zeta,745000,2017,21000,Petrol,Automatic,Maruti
3578,Skoda Superb Elegance,535000,2011,44275,Petrol,Automatic,Mahindra
3579,Maruti Wagon R,350000,2013,58288,CNG,Manual,BMW
3580,Mahindra KUV100 NXT,500000,2018,79814,Petrol,Manual,Hyundai
3581,BMW 5 Series,3200000,2016,27000,Diesel,Automatic,Hyundai
3582,Hyundai Elantra SX,750000,2013,80000,Petrol,Automatic,BMW
3583,Hyundai Creta 1.4,1050000,2019,38000,Diesel,Manual,Maruti
3584,BMW 3 Series,1698999,2014,25000,Diesel,Automatic,Maruti
3585,Maruti Swift VDI,495000,2014,67800,Diesel,Manual,Honda
3586,Maruti Wagon R,220000,2010,49000,Petrol,Manual,Maruti
3587,Honda City 1.5,754000,2016,36070,Petrol,Manual,Ford
3588,Maruti SX4 S,620000,2015,46253,Diesel,Manual,Tata
3589,Ford Figo Petrol,249000,2012,55500,Petrol,Manual,Skoda
3590,Tata Indigo LX,325000,2013,58388,Diesel,Manual,Hyundai
3591,Skoda Rapid 1.5,675000,2016,48000,Diesel,Automatic,Maruti
3592,Hyundai i20 2015-2017,578000,2016,35000,Petrol,Manual,Datsun
3593,Maruti Ertiga VXI,844999,2017,12000,CNG,Manual,Hyundai
3594,Datsun RediGO S,310000,2017,23000,Petrol,Manual,Hyundai
3595,Hyundai Creta 1.6,1125000,2017,49000,Petrol,Automatic,Honda
3596,Hyundai Xcent 1.1,500000,2016,190000,Diesel,Manual,Maruti
3597,Honda BRV i-DTEC,755000,2016,61000,Diesel,Manual,Hyundai
3598,Maruti Alto LXi,145000,2009,55274,Petrol,Manual,Maruti
3599,Hyundai Santro Xing,135000,2008,60000,Petrol,Manual,Skoda
3600,Maruti Ritz VXI,290000,2011,85250,Petrol,Manual,Maruti
3601,Skoda Superb Elegance,399000,2010,64400,Petrol,Automatic,Maruti
3602,Maruti Baleno Delta,650000,2016,100000,Diesel,Manual,Maruti
3603,Maruti Swift VDI,585000,2017,73000,Diesel,Manual,Maruti
3604,Maruti Swift Dzire,475000,2014,94000,Petrol,Manual,Honda
3605,Maruti Swift Dzire,400000,2012,80000,Petrol,Manual,Volkswagen
3606,Honda Amaze SX,475000,2015,59123,Petrol,Manual,Maruti
3607,Volkswagen Vento 1.6,370000,2012,62000,Petrol,Manual,Maruti
3608,Maruti Swift Dzire,434999,2013,56694,Petrol,Manual,Hyundai
3609,Maruti Baleno Delta,575000,2018,25000,Petrol,Manual,Honda
3610,Hyundai Verna 1.6,500000,2012,78000,Petrol,Manual,Mercedes-Benz
3611,Honda City i,750000,2016,13321,Petrol,Manual,Land
3612,Mercedes-Benz C-Class C,1050000,2013,77000,Diesel,Automatic,Hyundai
3613,Land Rover Freelander,2150000,2010,120000,Diesel,Automatic,Tata
3614,Hyundai i20 Magna,425000,2013,70000,Diesel,Manual,Maruti
3615,Tata Manza Aqua,250000,2010,90000,Diesel,Manual,Tata
3616,Maruti Baleno Zeta,575000,2015,59769,Petrol,Automatic,Mahindra
3617,Tata Nano XTA,225000,2016,17000,Petrol,Automatic,Hyundai
3618,Mahindra Bolero 2011-2019,800000,2019,23000,Diesel,Manual,Maruti
3619,Hyundai i20 Magna,775000,2018,48000,Diesel,Manual,Ford
3620,Maruti Alto K10,229999,2013,70000,Petrol,Manual,Maruti
3621,Ford Figo Diesel,295000,2012,41650,Diesel,Manual,Honda
3622,Maruti Alto 800,314000,2017,10617,Petrol,Manual,Maruti
3623,Honda Amaze E,399000,2014,56000,Diesel,Manual,Chevrolet
3624,Maruti Alto 800,323000,2017,9122,Petrol,Manual,Maruti
3625,Chevrolet Sail Hatchback,290000,2015,90000,Diesel,Manual,Hyundai
3626,Maruti Swift RS,484999,2014,100000,Diesel,Manual,Maruti
3627,Hyundai i20 Asta,650000,2016,54000,Diesel,Manual,Ford
3628,Maruti Vitara Brezza,735000,2017,85000,Diesel,Manual,Renault
3629,Ford Fiesta 1.5,509999,2015,120000,Diesel,Manual,Mahindra
3630,Renault KWID 1.0,315000,2016,51000,Petrol,Manual,Maruti
3631,Mahindra XUV500 W8,785000,2014,103000,Diesel,Manual,Maruti
3632,Maruti Baleno Alpha,675000,2017,40174,Petrol,Manual,Honda
3633,Maruti Zen LXI,95000,2005,90000,Petrol,Manual,Maruti
3634,Honda City i-VTEC,869999,2017,70000,Petrol,Automatic,MG
3635,Maruti Celerio VXI,375000,2016,70000,Petrol,Manual,Skoda
3636,MG Hector Sharp,1630000,2019,6231,Petrol,Automatic,Hyundai
3637,Skoda Fabia 1.2,254999,2011,56767,Diesel,Manual,Maruti
3638,Hyundai i20 1.4,795000,2017,56244,Diesel,Manual,Mahindra
3639,Maruti Vitara Brezza,1100000,2018,35000,Diesel,Automatic,Hyundai
3640,Mahindra TUV 300,780000,2016,58237,Diesel,Manual,Toyota
3641,Hyundai Creta 1.6,1340000,2017,68000,Diesel,Automatic,Nissan
3642,Toyota Innova Crysta,1500000,2016,40000,Diesel,Manual,Tata
3643,Nissan Sunny XL,375000,2015,58479,Petrol,Automatic,Skoda
3644,Tata Tigor EV,775000,2019,4076,Electric,Automatic,Volkswagen
3645,Skoda Superb Elegance,375000,2010,82000,Petrol,Automatic,Maruti
3646,Volkswagen Polo Diesel,375000,2013,110000,Diesel,Manual,Skoda
3647,Maruti Celerio X,550000,2018,9522,Petrol,Automatic,Maruti
3648,Skoda Rapid 1.6,409999,2013,70000,Diesel,Manual,Maruti
3649,Maruti SX4 ZXI,250000,2011,78760,Petrol,Manual,Volkswagen
3650,Maruti Celerio X,455000,2018,22000,Petrol,Manual,Mercedes-Benz
3651,Volkswagen Vento 1.6,325000,2011,69000,Petrol,Manual,Hyundai
3652,Mercedes-Benz E-Class E,3945000,2017,35000,Petrol,Automatic,Fiat
3653,Hyundai Elantra CRDi,651000,2013,112087,Diesel,Automatic,Hyundai
3654,Fiat Grande Punto,175000,2011,78338,Petrol,Manual,Honda
3655,Hyundai Grand i10,484999,2015,38000,Petrol,Manual,Volkswagen
3656,Honda Amaze VX,380000,2013,54000,Diesel,Manual,Skoda
3657,Volkswagen Vento 1.5,951000,2018,30000,Diesel,Automatic,Maruti
3658,Skoda Rapid 1.5,580000,2016,72000,Diesel,Automatic,Maruti
3659,Maruti Ertiga SHVS,875000,2017,35000,Diesel,Manual,Maruti
3660,Maruti Ertiga VXI,819000,2018,49000,CNG,Manual,Maruti
3661,Maruti Alto 800,345000,2018,17000,Petrol,Manual,Honda
3662,Maruti Vitara Brezza,844999,2017,32000,Diesel,Manual,Maruti
3663,Honda Amaze VX,515000,2015,43251,Diesel,Manual,Hyundai
3664,Maruti Swift Dzire,615000,2015,45000,Diesel,Manual,Hyundai
3665,Hyundai i20 2015-2017,571000,2015,25000,Petrol,Manual,Honda
3666,Hyundai Verna 1.6,495000,2012,115721,Diesel,Manual,Maruti
3667,Honda City S,450000,2013,64800,Petrol,Manual,Maruti
3668,Maruti Swift Dzire,200000,2015,120000,Petrol,Manual,Hyundai
3669,Maruti Wagon R,425000,2016,50000,Petrol,Automatic,Volkswagen
3670,Hyundai i20 Asta,425000,2013,20000,Petrol,Manual,Maruti
3671,Volkswagen Polo GT,699000,2015,52000,Petrol,Automatic,Maruti
3672,Maruti A Star,225000,2011,48100,Petrol,Manual,Mahindra
3673,Maruti Ertiga ZXI,590000,2013,76000,Petrol,Manual,Ford
3674,Mahindra Scorpio M2DI,365000,2010,91000,Diesel,Manual,Maruti
3675,Ford Fiesta 1.4,180000,2008,100000,Diesel,Manual,Toyota
3676,Maruti Swift Dzire,330000,2016,150000,Diesel,Manual,Maruti
3677,Toyota Innova 2.5,1175000,2015,106000,Diesel,Manual,Hyundai
3678,Maruti Baleno Delta,700000,2018,40000,Diesel,Manual,Mercedes-Benz
3679,Hyundai i10 Sportz,365000,2013,42020,Petrol,Manual,Honda
3680,Mercedes-Benz M-Class ML,2845000,2015,35500,Diesel,Automatic,Toyota
3681,Honda Amaze VX,590000,2015,72000,Diesel,Manual,Hyundai
3682,Toyota Corolla Altis,525000,2012,90000,Diesel,Manual,Maruti
3683,Hyundai Santa Fe,800000,2011,88000,Diesel,Manual,Maruti
3684,Maruti Ertiga VXI,825000,2018,37000,Petrol,Manual,Toyota
3685,Maruti SX4 S,825000,2016,44560,Diesel,Manual,Volkswagen
3686,Toyota Innova 2.5,1021000,2013,135000,Diesel,Manual,Hyundai
